Symbol,Name,IPOyear,Sector,Industry,List
SCVX.U,SCVX Corp.,2020,n/a,n/a,NYSE
SCVX.WS,SCVX Corp.,n/a,n/a,n/a,NYSE
SE,Sea Limited,2017,Consumer Services,Other Consumer Services,NYSE
SA,"Seabridge Gold, Inc.",n/a,Basic Industries,Precious Metals,NYSE
CKH,"SEACOR Holdings, Inc.",n/a,Transportation,Marine Transportation,NYSE
SMHI,SEACOR Marine Holdings Inc.,2017,Transportation,Marine Transportation,NYSE
SDRL,Seadrill Limited,2018,Energy,Oil & Gas Production,NYSE
SEE,Sealed Air Corporation,n/a,Basic Industries,Major Chemicals,NYSE
SEAS,"SeaWorld Entertainment, Inc.",2013,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
JBN,Select Asset Inc.,n/a,Finance,Finance: Consumer Services,NYSE
JBR,Select Asset Inc.,n/a,Finance,Finance: Consumer Services,NYSE
WTTR,"Select Energy Services, Inc.",2017,Energy,Oilfield Services/Equipment,NYSE
SEM,Select Medical Holdings Corporation,2009,Health Care,Hospital/Nursing Management,NYSE
SRE,Sempra Energy,n/a,Public Utilities,Natural Gas Distribution,NYSE
SRE^A,Sempra Energy,n/a,Public Utilities,Natural Gas Distribution,NYSE
SRE^B,Sempra Energy,n/a,n/a,n/a,NYSE
SREA,Sempra Energy,2019,Public Utilities,Natural Gas Distribution,NYSE
ST,Sensata Technologies Holding plc,2010,Capital Goods,Industrial Machinery/Components,NYSE
SXT,Sensient Technologies Corporation,n/a,Basic Industries,Major Chemicals,NYSE
SQNS,Sequans Communications S.A.,2011,Technology,Semiconductors,NYSE
SRG,Seritage Growth Properties,2015,Finance,Real Estate,NYSE
SRG^A,Seritage Growth Properties,n/a,n/a,n/a,NYSE
SCI,Service Corporation International,n/a,Consumer Services,Other Consumer Services,NYSE
SERV,"ServiceMaster Global Holdings, Inc.",2014,Consumer Services,Other Consumer Services,NYSE
NOW,"ServiceNow, Inc.",2012,Technology,Computer Software: Prepackaged Software,NYSE
SFL,SFL Corporation Ltd,n/a,Transportation,Marine Transportation,NYSE
SHAK,"Shake Shack, Inc.",2015,Consumer Services,Restaurants,NYSE
SJR,Shaw Communications Inc.,n/a,Consumer Services,Television Services,NYSE
SHLX,"Shell Midstream Partners, L.P.",2014,Energy,Natural Gas Distribution,NYSE
SHW,Sherwin-Williams Company (The),n/a,Consumer Services,RETAIL: Building Materials,NYSE
SHG,Shinhan Financial Group Co Ltd,n/a,Finance,Major Banks,NYSE
SHOP,Shopify Inc.,2015,Technology,Computer Software: Prepackaged Software,NYSE
SSTK,"Shutterstock, Inc.",2012,Technology,EDP Services,NYSE
SBSW,Sibayne Gold Limited,n/a,n/a,n/a,NYSE
SIG,Signet Jewelers Limited,n/a,Consumer Services,Consumer Specialties,NYSE
SBOW,"SilverBow Resorces, Inc.",n/a,Energy,Oil & Gas Production,NYSE
SI,Silvergate Capital Corporation,2019,Finance,Major Banks,NYSE
SPG,"Simon Property Group, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NYSE
SPG^J,"Simon Property Group, Inc.",n/a,n/a,n/a,NYSE
SSD,"Simpson Manufacturing Company, Inc.",n/a,Capital Goods,Industrial Machinery/Components,NYSE
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",n/a,Basic Industries,Major Chemicals,NYSE
SITC,SITE Centers Corp.,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
SITC^A,SITE Centers Corp.,n/a,n/a,n/a,NYSE
SITC^K,SITE Centers Corp.,n/a,n/a,n/a,NYSE
SITE,"SiteOne Landscape Supply, Inc.",2016,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
SIX,Six Flags Entertainment Corporation New,n/a,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SJW,SJW Group,n/a,Public Utilities,Water Supply,NYSE
SKM,"SK Telecom Co., Ltd.",n/a,Public Utilities,Telecommunications Equipment,NYSE
SKX,"Skechers U.S.A., Inc.",1999,Consumer Non-Durables,Shoe Manufacturing,NYSE
SKY,Skyline Champion Corporation,n/a,Basic Industries,Homebuilding,NYSE
SLG,SL Green Realty Corp,1997,Consumer Services,Real Estate Investment Trusts,NYSE
SLG^I,SL Green Realty Corp,n/a,n/a,n/a,NYSE
WORK,"Slack Technologies, Inc.",2019,Consumer Services,Other Consumer Services,NYSE
SM,SM Energy Company,n/a,Energy,Oil & Gas Production,NYSE
SMAR,Smartsheet Inc.,2018,Technology,Computer Software: Prepackaged Software,NYSE
SNN,"Smith & Nephew SNATS, Inc.",n/a,Health Care,Industrial Specialties,NYSE
SNAP,Snap Inc.,2017,Technology,"Computer Software: Programming, Data Processing",NYSE
SNA,Snap-On Incorporated,n/a,Capital Goods,Industrial Machinery/Components,NYSE
SQM,Sociedad Quimica y Minera S.A.,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SOGO,Sogou Inc.,2017,Technology,EDP Services,NYSE
SOI,"Solaris Oilfield Infrastructure, Inc.",2017,Energy,Metal Fabrications,NYSE
SWI,SolarWinds Corporation,2018,Technology,Computer Software: Prepackaged Software,NYSE
SAH,"Sonic Automotive, Inc.",1997,Consumer Durables,Automotive Aftermarket,NYSE
SON,Sonoco Products Company,n/a,Consumer Durables,Containers/Packaging,NYSE
SNE,Sony Corp Ord,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
SOR,"Source Capital, Inc.",n/a,n/a,n/a,NYSE
SJI,"South Jersey Industries, Inc.",n/a,Public Utilities,Oil/Gas Transmission,NYSE
SJIJ,"South Jersey Industries, Inc.",2019,Public Utilities,Oil/Gas Transmission,NYSE
SJIU,"South Jersey Industries, Inc.",n/a,Public Utilities,Oil/Gas Transmission,NYSE
SCE^G,Southern California Edison Company,n/a,n/a,n/a,NYSE
SCE^H,Southern California Edison Company,n/a,n/a,n/a,NYSE
SCE^J,Southern California Edison Company,n/a,n/a,n/a,NYSE
SCE^K,Southern California Edison Company,n/a,n/a,n/a,NYSE
SCE^L,Southern California Edison Company,n/a,n/a,n/a,NYSE
SO,Southern Company (The),n/a,Public Utilities,Electric Utilities: Central,NYSE
SOJA,Southern Company (The),2015,Public Utilities,Electric Utilities: Central,NYSE
SOJB,Southern Company (The),2016,Public Utilities,Electric Utilities: Central,NYSE
SOJC,Southern Company (The),2017,Public Utilities,Electric Utilities: Central,NYSE
SOJD,Southern Company (The),2020,Public Utilities,Electric Utilities: Central,NYSE
SOLN,Southern Company (The),2019,Public Utilities,Electric Utilities: Central,NYSE
SCCO,Southern Copper Corporation,n/a,Basic Industries,Precious Metals,NYSE
LUV,Southwest Airlines Company,n/a,Transportation,Air Freight/Delivery Services,NYSE
SWX,"Southwest Gas Holdings, Inc.",n/a,Public Utilities,Oil & Gas Production,NYSE
SWN,Southwestern Energy Company,n/a,Energy,Oil & Gas Production,NYSE
SPAQ,Spartan Energy Acquisition Corp,2018,Finance,Business Services,NYSE
SPAQ.U,Spartan Energy Acquisition Corp,2018,n/a,n/a,NYSE
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,NYSE
SPE,Special Opportunities Fund Inc.,n/a,n/a,n/a,NYSE
SPE^B,Special Opportunities Fund Inc.,n/a,n/a,n/a,NYSE
SPB           ,"Spectrum Brands Holdings, Inc.",n/a,Miscellaneous,Industrial Machinery/Components,NYSE
SR,Spire Inc.,n/a,Public Utilities,Oil/Gas Transmission,NYSE
SR^A,Spire Inc.,n/a,n/a,n/a,NYSE
SPR,"Spirit Aerosystems Holdings, Inc.",2006,Capital Goods,Military/Government/Technical,NYSE
SAVE,"Spirit Airlines, Inc.",n/a,Transportation,Air Freight/Delivery Services,NYSE
SRC,"Spirit Realty Capital, Inc.",2013,Consumer Services,Building operators,NYSE
SRC^A,"Spirit Realty Capital, Inc.",n/a,n/a,n/a,NYSE
SPOT,Spotify Technology S.A.,2018,Consumer Services,Broadcasting,NYSE
SRLP,Sprague Resources LP,2013,Energy,Oil Refining/Marketing,NYSE
SPXC,SPX Corporation,n/a,Technology,Industrial Machinery/Components,NYSE
FLOW,"SPX FLOW, Inc.",2015,Technology,Industrial Machinery/Components,NYSE
SQ,"Square, Inc.",2015,Technology,Computer Software: Prepackaged Software,NYSE
JOE,St. Joe Company (The),n/a,Consumer Services,Homebuilding,NYSE
STAG,"Stag Industrial, Inc.",2011,Consumer Services,Real Estate Investment Trusts,NYSE
STAG^C,"Stag Industrial, Inc.",n/a,n/a,n/a,NYSE
SSI,"Stage Stores, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
SMP,"Standard Motor Products, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.,NYSE
SXI,Standex International Corporation,n/a,Technology,Industrial Machinery/Components,NYSE
SWK,"Stanley Black & Decker, Inc.",n/a,Capital Goods,Industrial Machinery/Components,NYSE
SWP,"Stanley Black & Decker, Inc.",n/a,Capital Goods,Industrial Machinery/Components,NYSE
SWT,"Stanley Black & Decker, Inc.",2019,Capital Goods,Industrial Machinery/Components,NYSE
STN,Stantec Inc,n/a,Consumer Services,Military/Government/Technical,NYSE
SGU,"Star Group, L.P.",n/a,Consumer Services,Other Specialty Stores,NYSE
SRT,"StarTek, Inc.",1997,Technology,Professional Services,NYSE
STWD,"STARWOOD PROPERTY TRUST, INC.",2009,Consumer Services,Real Estate Investment Trusts,NYSE
STT,State Street Corporation,n/a,Finance,Major Banks,NYSE
STT^D,State Street Corporation,n/a,n/a,n/a,NYSE
STT^G,State Street Corporation,n/a,n/a,n/a,NYSE
SPLP,Steel Partners Holdings LP,n/a,Capital Goods,Industrial Specialties,NYSE
SPLP^A,Steel Partners Holdings LP,n/a,n/a,n/a,NYSE
SCS,Steelcase Inc.,1998,Consumer Durables,Office Equipment/Supplies/Services,NYSE
SCA,Stellus Capital Investment Corporation,n/a,n/a,n/a,NYSE
SCM,Stellus Capital Investment Corporation,2012,n/a,n/a,NYSE
SCL,Stepan Company,n/a,Basic Industries,Package Goods/Cosmetics,NYSE
STE,STERIS plc,n/a,Health Care,Industrial Specialties,NYSE
STL,Sterling Bancorp,n/a,Finance,Major Banks,NYSE
STL^A,Sterling Bancorp,n/a,Finance,Major Banks,NYSE
STC,Stewart Information Services Corporation,n/a,Finance,Specialty Insurers,NYSE
SF,Stifel Financial Corporation,n/a,Finance,Investment Bankers/Brokers/Service,NYSE
SF^A,Stifel Financial Corporation,n/a,Finance,Investment Bankers/Brokers/Service,NYSE
SF^B,Stifel Financial Corporation,n/a,n/a,n/a,NYSE
SFB,Stifel Financial Corporation,2017,Finance,Investment Bankers/Brokers/Service,NYSE
STM,STMicroelectronics N.V.,n/a,Technology,Semiconductors,NYSE
EDF,Stone Harbor Emerging Markets Income Fund,2010,n/a,n/a,NYSE
EDI,Stone Harbor Emerging Markets Total Income Fund,2012,n/a,n/a,NYSE
STON,StoneMor Inc.,2004,Consumer Services,Other Consumer Services,NYSE
SRI,"Stoneridge, Inc.",1997,Capital Goods,Auto Parts:O.E.M.,NYSE
STOR,STORE Capital Corporation,2014,Consumer Services,Real Estate Investment Trusts,NYSE
GJH,STRATS Trust,n/a,Finance,Finance: Consumer Services,NYSE
GJO,STRATS Trust,n/a,Finance,Finance: Consumer Services,NYSE
GJS,STRATS Trust,n/a,Finance,Finance: Consumer Services,NYSE
SYK,Stryker Corporation,n/a,Health Care,Medical/Dental Instruments,NYSE
MSC,Studio City International Holdings Limited,2018,Consumer Services,Hotels/Resorts,NYSE
RGR,"Sturm, Ruger & Company, Inc.",n/a,Capital Goods,Ordnance And Accessories,NYSE
SPH,"Suburban Propane Partners, L.P.",1996,Consumer Services,Other Specialty Stores,NYSE
SMFG,Sumitomo Mitsui Financial Group Inc,n/a,Finance,Commercial Banks,NYSE
INN,"Summit Hotel Properties, Inc.",2011,Consumer Services,Real Estate Investment Trusts,NYSE
INN^D,"Summit Hotel Properties, Inc.",n/a,n/a,n/a,NYSE
INN^E,"Summit Hotel Properties, Inc.",n/a,n/a,n/a,NYSE
SUM,"Summit Materials, Inc.",2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SMLP,"Summit Midstream Partners, LP",2012,Public Utilities,Natural Gas Distribution,NYSE
SUI,"Sun Communities, Inc.",1993,Consumer Services,Real Estate Investment Trusts,NYSE
SLF,Sun Life Financial Inc.,n/a,Finance,Life Insurance,NYSE
SXC,"SunCoke Energy, Inc.",2011,Basic Industries,Steel/Iron Ore,NYSE
SU,Suncor Energy  Inc.,n/a,Energy,Integrated oil Companies,NYSE
STG,Sunlands Technology Group,2018,Consumer Services,Other Consumer Services,NYSE
NOVA,Sunnova Energy International Inc.,2019,Public Utilities,Power Generation,NYSE
SUN,Sunoco LP,2012,Energy,Integrated oil Companies,NYSE
SHO,"Sunstone Hotel Investors, Inc.",2004,Consumer Services,Hotels/Resorts,NYSE
SHO^E,"Sunstone Hotel Investors, Inc.",n/a,n/a,n/a,NYSE
SHO^F,"Sunstone Hotel Investors, Inc.",n/a,n/a,n/a,NYSE
SPN,"Superior Energy Services, Inc.",n/a,Energy,Oilfield Services/Equipment,NYSE
SUP,"Superior Industries International, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.,NYSE
SUZ,Suzano S.A.,2018,Basic Industries,Paper,NYSE
SWZ,"Swiss Helvetia Fund, Inc. (The)",n/a,n/a,n/a,NYSE
SWCH,"Switch, Inc.",2017,Technology,"Computer Software: Programming, Data Processing",NYSE
SBE,Switchback Energy Acquisition Corporation,2019,Finance,Business Services,NYSE
SBE.U,Switchback Energy Acquisition Corporation,2019,n/a,n/a,NYSE
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,NYSE
SYF,Synchrony Financial,2014,Finance,Finance: Consumer Services,NYSE
SYF^A,Synchrony Financial,n/a,n/a,n/a,NYSE
SNX,Synnex Corporation,2003,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
SNV,Synovus Financial Corp.,n/a,Finance,Major Banks,NYSE
SNV^D,Synovus Financial Corp.,n/a,n/a,n/a,NYSE
SNV^E,Synovus Financial Corp.,n/a,n/a,n/a,NYSE
GJP,"Synthetic Fixed-Income Securities, Inc.",n/a,n/a,n/a,NYSE
GJR,"Synthetic Fixed-Income Securities, Inc.",n/a,n/a,n/a,NYSE
GJT,"Synthetic Fixed-Income Securities, Inc.",n/a,Finance,Finance: Consumer Services,NYSE
SYY,Sysco Corporation,n/a,Consumer Non-Durables,Food Distributors,NYSE
SYX,Systemax Inc.,n/a,Capital Goods,Industrial Machinery/Components,NYSE
TLRD,"Tailored Brands, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TWN,"Taiwan Fund, Inc. (The)",1986,n/a,n/a,NYSE
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,1997,Technology,Semiconductors,NYSE
TAK,Takeda Pharmaceutical Company Limited,2018,Health Care,Major Pharmaceuticals,NYSE
TAL,TAL Education Group,n/a,Consumer Services,Other Consumer Services,NYSE
TGE,"Tallgrass Energy, LP",2015,Public Utilities,Natural Gas Distribution,NYSE
TALO,"Talos Energy, Inc.",2018,Energy,Oil & Gas Production,NYSE
SKT,"Tanger Factory Outlet Centers, Inc.",1993,Consumer Services,Real Estate Investment Trusts,NYSE
TPR,"Tapestry, Inc.",n/a,Consumer Non-Durables,Apparel,NYSE
NGLS^A,Targa Resources Partners LP,n/a,n/a,n/a,NYSE
TRGP,"Targa Resources, Inc.",2010,Public Utilities,Natural Gas Distribution,NYSE
TGT,Target Corporation,n/a,Consumer Services,Department/Specialty Retail Stores,NYSE
TARO,Taro Pharmaceutical Industries Ltd.,n/a,Health Care,Major Pharmaceuticals,NYSE
TTM,Tata Motors Ltd,n/a,Capital Goods,Auto Manufacturing,NYSE
TCO,"Taubman Centers, Inc.",1992,Consumer Services,Real Estate Investment Trusts,NYSE
TCO^J,"Taubman Centers, Inc.",n/a,n/a,n/a,NYSE
TCO^K,"Taubman Centers, Inc.",n/a,n/a,n/a,NYSE
TMHC,Taylor Morrison Home Corporation,2013,Capital Goods,Homebuilding,NYSE
TRP,TC Energy Corporation,n/a,Public Utilities,Natural Gas Distribution,NYSE
TCP,"TC PipeLines, LP",n/a,Public Utilities,Natural Gas Distribution,NYSE
TSI,"TCW Strategic Income Fund, Inc.",n/a,n/a,n/a,NYSE
TEL,TE Connectivity Ltd.,n/a,Technology,Electronic Components,NYSE
TISI,"Team, Inc.",n/a,Consumer Services,Other Consumer Services,NYSE
FTI,TechnipFMC plc,n/a,Energy,Metal Fabrications,NYSE
TECK,Teck Resources Ltd,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
TK,Teekay Corporation,n/a,Transportation,Marine Transportation,NYSE
TGP,Teekay LNG Partners L.P.,2005,Consumer Services,Marine Transportation,NYSE
TGP^A,Teekay LNG Partners L.P.,n/a,n/a,n/a,NYSE
TGP^B,Teekay LNG Partners L.P.,n/a,n/a,n/a,NYSE
TNK,Teekay Tankers Ltd.,2007,Consumer Services,Marine Transportation,NYSE
TGNA,TEGNA Inc.,n/a,Consumer Services,Broadcasting,NYSE
TRC,Tejon Ranch Co,n/a,Finance,Real Estate,NYSE
HQH,Tekla Healthcare Investors,1987,n/a,n/a,NYSE
THQ,Tekla Healthcare Opportunies Fund,2014,n/a,n/a,NYSE
HQL,Tekla Life Sciences Investors,1992,n/a,n/a,NYSE
THW,Tekla World Healthcare Fund,2015,n/a,n/a,NYSE
TDOC,"Teladoc Health, Inc.",2015,Health Care,Medical/Nursing Services,NYSE
TEO,Telecom Argentina Stet - France Telecom S.A.,n/a,Public Utilities,Telecommunications Equipment,NYSE
TDY,Teledyne Technologies Incorporated,n/a,Capital Goods,Industrial Machinery/Components,NYSE
TFX,Teleflex Incorporated,n/a,Health Care,Medical/Dental Instruments,NYSE
VIV,Telefonica Brasil S.A.,n/a,Public Utilities,Telecommunications Equipment,NYSE
TEF,Telefonica SA,1988,Public Utilities,Telecommunications Equipment,NYSE
TDA,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment,NYSE
TDE,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment,NYSE
TDI,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment,NYSE
TDJ,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment,NYSE
TDS,"Telephone and Data Systems, Inc.",n/a,Public Utilities,Telecommunications Equipment,NYSE
TU,TELUS Corporation,n/a,Public Utilities,Telecommunications Equipment,NYSE
TDF,"Templeton Dragon Fund, Inc.",n/a,n/a,n/a,NYSE
EMF,Templeton Emerging Markets Fund,1987,n/a,n/a,NYSE
TEI,"Templeton Emerging Markets Income Fund, Inc.",1993,n/a,n/a,NYSE
GIM,"Templeton Global Income Fund, Inc.",1988,n/a,n/a,NYSE
TPX,"Tempur Sealy International, Inc.",2003,Consumer Durables,Home Furnishings,NYSE
TS,Tenaris S.A.,n/a,Basic Industries,Steel/Iron Ore,NYSE
TME,Tencent Music Entertainment Group,2018,Consumer Services,Broadcasting,NYSE
THC,Tenet Healthcare Corporation,n/a,Health Care,Hospital/Nursing Management,NYSE
TNC,Tennant Company,n/a,Technology,Industrial Machinery/Components,NYSE
TEN,Tenneco Inc.,n/a,Capital Goods,Auto Parts:O.E.M.,NYSE
TVC,Tennessee Valley Authority,n/a,Public Utilities,Electric Utilities: Central,NYSE
TVE,Tennessee Valley Authority,n/a,Public Utilities,Electric Utilities: Central,NYSE
TDC,Teradata Corporation,n/a,Technology,Computer Software: Prepackaged Software,NYSE
TEX,Terex Corporation,n/a,Capital Goods,Construction/Ag Equipment/Trucks,NYSE
TX,Ternium S.A.,n/a,Basic Industries,Steel/Iron Ore,NYSE
TRNO,Terreno Realty Corporation,2010,Finance,Real Estate,NYSE
TTI,"Tetra Technologies, Inc.",n/a,Energy,Oil & Gas Production,NYSE
TEVA,Teva Pharmaceutical Industries Limited,n/a,Health Care,Major Pharmaceuticals,NYSE
TPL,Texas Pacific Land Trust,n/a,Energy,Oil & Gas Production,NYSE
TGH,Textainer Group Holdings Limited,2007,Technology,Diversified Commercial Services,NYSE
TXT,Textron Inc.,n/a,Capital Goods,Aerospace,NYSE
TFII,TFI International Inc.,n/a,n/a,n/a,NYSE
AES,The AES Corporation,n/a,Basic Industries,Electric Utilities: Central,NYSE
BK,The Bank Of New York Mellon Corporation ,n/a,Finance,Major Banks,NYSE
BK^C,The Bank Of New York Mellon Corporation ,n/a,n/a,n/a,NYSE
BX,The Blackstone Group Inc.,2007,Finance,Investment Managers,NYSE
CEE,"The Central and Eastern Europe Fund, Inc.",n/a,n/a,n/a,NYSE
SCHW,The Charles Schwab Corporation,n/a,Finance,Investment Bankers/Brokers/Service,NYSE
SCHW^C,The Charles Schwab Corporation,n/a,n/a,n/a,NYSE
SCHW^D,The Charles Schwab Corporation,n/a,n/a,n/a,NYSE
COO,"The Cooper Companies, Inc. ",n/a,Health Care,Ophthalmic Goods,NYSE
GDV,The Gabelli Dividend & Income Trust,2003,n/a,n/a,NYSE
GDV^A,The Gabelli Dividend & Income Trust,n/a,n/a,n/a,NYSE
GDV^G,The Gabelli Dividend & Income Trust,n/a,n/a,n/a,NYSE
GDV^H,The Gabelli Dividend & Income Trust,n/a,n/a,n/a,NYSE
GRX,The Gabelli Healthcare & Wellness Trust,n/a,n/a,n/a,NYSE
GRX^A.CL,The Gabelli Healthcare & Wellness Trust,n/a,n/a,n/a,NYSE
GRX^B,The Gabelli Healthcare & Wellness Trust,n/a,n/a,n/a,NYSE
GDL,The GDL Fund,2007,n/a,n/a,NYSE
GDL^C,The GDL Fund,n/a,n/a,n/a,NYSE
THG,"The Hanover Insurance Group, Inc.",n/a,Finance,Property-Casualty Insurers,NYSE
THGA,"The Hanover Insurance Group, Inc.",n/a,Finance,Property-Casualty Insurers,NYSE
MSG,The Madison Square Garden Company,2015,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
RUBI,"The Rubicon Project, Inc.",2014,Technology,"Computer Software: Programming, Data Processing",NYSE
TRV,"The Travelers Companies, Inc.",n/a,Finance,Property-Casualty Insurers,NYSE
VAM,The Vivaldi Opportunities Fund,2018,n/a,n/a,NYSE
TMO,Thermo Fisher Scientific Inc,n/a,Capital Goods,Industrial Machinery/Components,NYSE
THR,"Thermon Group Holdings, Inc.",2011,Energy,Industrial Machinery/Components,NYSE
TPRE,Third Point Reinsurance Ltd.,2013,Finance,Property-Casualty Insurers,NYSE
TSLF,THL Credit Senior Loan Fund,2013,n/a,n/a,NYSE
TCRW,"THL Credit, Inc.",2018,n/a,n/a,NYSE
TCRZ,"THL Credit, Inc.",2015,n/a,n/a,NYSE
TRI,Thomson Reuters Corp,n/a,Consumer Services,Publishing,NYSE
THO,"Thor Industries, Inc.",n/a,Consumer Non-Durables,Homebuilding,NYSE
TDW,Tidewater Inc.,2017,Consumer Services,Marine Transportation,NYSE
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,NYSE
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,NYSE
TIF,Tiffany & Co.,1987,Consumer Services,Consumer Specialties,NYSE
TLYS,"Tilly&#39;s, Inc.",2012,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TSU,TIM Participacoes S.A.,n/a,Public Utilities,Telecommunications Equipment,NYSE
TKR,Timken Company (The),n/a,Capital Goods,Metal Fabrications,NYSE
TMST,TimkenSteel Corporation,2014,Basic Industries,Steel/Iron Ore,NYSE
TWI,"Titan International, Inc.",n/a,Basic Industries,Steel/Iron Ore,NYSE
TJX,"TJX Companies, Inc. (The)",n/a,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TOL,"Toll Brothers, Inc.",n/a,Capital Goods,Homebuilding,NYSE
